893,1098,Holyrood Abbey,2015,Stunning place from every side and aspect of it,"Holyrood Park, Old Town",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1098/1bad726a-a4f1-4f2b-a050-ad68569c0604.JPG?1468399566,https://www.edinburghcollected.org/memories/1098,,,,,,
895,1096,Holyrood Abbey,2016,"From every side, from every spot Holyrood Park and Holyrood Abbey is just wonderful and mysterious","Holyrood Park, Old Town",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1096/22ba4ce5-efec-4da1-9151-766928b7c320.JPG?1468399440,https://www.edinburghcollected.org/memories/1096,,,,,,
902,1088,Harmony...,2015,How wonderful is the nature in Holyrood Park can say every one who was there...,"Holyrood Park, Old Town",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1088/ce8f508d-9b07-44eb-be05-82e68a8531fd.JPG?1468322384,https://www.edinburghcollected.org/memories/1088,,,,,,
903,1087,Sunset,2015,...at St. Margaret's Loch more beautiful day by day...,"Holyrood Park, Old Town",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1087/1e651d27-c3eb-4b7d-b7b0-e3bbe5b9c874.JPG?1468322316,https://www.edinburghcollected.org/memories/1087,,,,,,
904,1086,St. Margaret's Loch,2015,How to not love that spot...,"Holyrood Park, Old Town",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1086/a1f85a1d-420d-41db-b3b5-8e50980cffe0.JPG?1468322239,https://www.edinburghcollected.org/memories/1086,,,,,,
907,1083,Wave,2015,Water drops like a cristal at Portobello Beach,"Beach, Portobello",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1083/4d601e80-248d-48cf-9619-d7bf5316bbd1.JPG?1468322097,https://www.edinburghcollected.org/memories/1083,,,,,,
908,1082,Portobello Beach,2015,Need to relax? Need to be alone? This is a perfect place to be for that...,"Beach, Portobello",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1082/93ebee88-62ff-4ce9-b30d-d5c00d59dfdb.JPG?1468322059,https://www.edinburghcollected.org/memories/1082,,,,,,
921,1132,Lights above the city,19th March 2016,"Lights on the Mound, looking across to the west, with parts of the New Town visible (the dome of West Register House to the right in the photo), with Corstorphine Hill in the background.","Mound, Old Town",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1132/e3c893aa-1de2-4b5c-9de5-d5231d1393db.jpg?1468918313,https://www.edinburghcollected.org/memories/1132,,,,,,
924,1129,Stranger on the shore,16th August 2012,"My first ever visit to Portobello Beach and  even though I live in a very coastal area of North Wales , this is by far my favourite beach in the world.  I was sitting looking around and spotted this gentleman tucked into the groynes on the beach, looking out over the Forth.  I don't know  how long he had been there, or how long he was there, but he really made an impact on me and I had to capture his moment.  I cannot put my finger on just what Edinburgh means to me  as a Welsh visitor but its like coming home.  I would move to Edinburgh in a nano second, my heart hurts when I am away from her beauty.","Beach, Portobello",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1129/ca1de27c-b6f0-49c0-9688-af86f24d3b96.JPG?1468400340,https://www.edinburghcollected.org/memories/1129,,,,,,
927,1126,Dean Village on Water of Leith,23rd February 2016,"This is a special part of Edinburgh, a village in the heart of the city.  It is how we should be, we should ""work to live"" so we can have the life balance that makes it worth while.","Dean Village, Dean Village",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1126/17a06ae9-968f-4bb8-9a7a-8e45e2cd2753.jpg?1468400267,https://www.edinburghcollected.org/memories/1126,,,,,,
952,1164,William Henry Playfair,7th August 2016,William Henry Playfair (1790-1857) was an important Edinburgh architect contributing to the 19th century development of Edinburgh with building including the art galleries on the Mound. He helped establish Edinburgh as the Athens of the North.The monument was erected in 2016,Chambers Street,https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1164/15553009-e2b1-435f-8685-c98f6d37b80b.jpg?1470733684,https://www.edinburghcollected.org/memories/1164,,,,,,
953,1163,"William Chambers, Lord Provost and Edinburgh town planner",8th August 2016,"William Chambers (1800-1883) and his brother Robert moved to Edinburgh from Peebles setting up a bookshop and developing interests in printing and publication, contributing to Edinburgh's literary development. William served as Lord Provost, clearing slums, building new streets and widening High Street Closes. He developed the street that now bears his name. The statue was the work of John Rhind, mounted on a sandstone plinth by HJ Blanc. It was erected in 1891 and until mid 2016 stood in the middle of Chambers Street. The pedestrian area in front of the National Monument of Scotland was widened and Chamber's monument moved onto this area, also making space for a monument to William Henry Playfair, erected in 2016 to a pattern similar to that of Chambers.",Chambers Street,https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1163/cf42ca39-8415-42fc-a75f-c54e8fbf7623.jpg?1470733659,https://www.edinburghcollected.org/memories/1163,,,,,,
977,1203,Roadworks,Jul-16,"""I don't like that there is always road works everywhere! It feels like every time I get out on my bike I have to take a completely different route than the day before...it is really annoying!""","Newhaven, Leith",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1203/fc0ad6e4-1a74-46bd-b63f-95377bb98396.jpg?1474474238,https://www.edinburghcollected.org/memories/1203,,,,,,
978,1202,Leith Docks in the past.,1980,"""Leith Docks was a major hub once.""","Leith Docks , Leith",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1202/8df8f834-f060-42fe-8be4-894c732d8deb.jpg?1474474219,https://www.edinburghcollected.org/memories/1202,,,,,,
980,1200,Victoria Primary School,Jul-16,Both young and older members of our group attended this school.,"Newhaven, Leith",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1200/12ccaa2f-13b9-48e3-bcd0-92804b80a48b.jpg?1474474180,https://www.edinburghcollected.org/memories/1200,,,,,,
984,1196,Newhaven born and bred,Jul-16,"""My mother was a Leither! I was born in Newhaven.  My mother could not have picked a better place to be born, than in Newhaven.  Because everyone knew everybody.  And everyone would always help each other out.  Even if it was someone who was short of money, because they didn't get a big enough catch.""","Newhaven, Leith",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1196/f48d3f46-b5e4-46d8-93c0-e7cc276beb3f.jpg?1474474027,https://www.edinburghcollected.org/memories/1196,,,,,,
986,1194,Group photo,Jul-16,Members of our group together outside the Leith Ferry terminal.,"Leith docks , Leith",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1194/7ff569e9-1296-4a2e-b32b-6f5eca2d34cc.jpg?1474474044,https://www.edinburghcollected.org/memories/1194,,,,,,
987,1193,A Leith Ferry,Jul-16,"""I remember I took the ferry to Norway from here.""","Leith docks , Leith",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1193/3800ec97-81af-4d6e-9332-4b7305067fb4.jpg?1474473976,https://www.edinburghcollected.org/memories/1193,,,,,,
1025,1216,Yarn bombing at Central Library,12th October 2016,"A knitted and crocheted banner attached to the gates of Edinburgh Central Library with words Let there be light, taken from the text above the door of the library.","George IV Bridge, Old Town",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1216/2871b7fb-73d6-4538-bf5d-abb32f62e80a.jpeg?1476350333,https://www.edinburghcollected.org/memories/1216,,,,,,
1027,1213,Present day Leith Docks.,2016,The Royal Yacht Britannia and modern yachts form a key part of present day Leith Docks.,"Leith Docks , Leith",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1213/58823523-7214-4a8d-9cc3-4a8cd410111c.jpg?1474474514,https://www.edinburghcollected.org/memories/1213,,,,,,
1048,1284,Meeting Muhammad Ali on Friday 20th November 1993,20th November 1993,"Meeting took place at Waterstones Bookseller's, 128 Princes Street, Edinburgh, Scotland.","Waterstones, 128 Princes St, Edinburgh, New Town",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1284/a60440c4-ffdf-42d5-8ff6-08ddab2718f4.JPG?1480000621,https://www.edinburghcollected.org/memories/1284,,,,,,
1071,1387,"Donaldson's Hospital, where my Mother's other Sister and Brother were",1910,March  1910 - My Mother's other Sister was called Elspeth who was aged 8 and her Brother's name was William who was aged 9.,"West Coates, near Haymarket, Edinburgh, Dalry",https://4019eac0904bfa4d1cb5-9a025cf9f86362160bae9a5684264911.ssl.cf3.rackcdn.com//uploads/memory/source/1387/d67aaa4a-7800-45a6-ad99-8730bc856ef8.png?1488459550,https://www.edinburghcollected.org/memories/1387,,,,,,
